2020-11-24,T00:00:00,88.387791
 (2020-11-2,T00:00:00,88.408864
2020-11-24,T00:00:00,88.177058
2020-11-24,T01:00:00,90.319948
2020-11-24,01:00:00Z,90.591560
2020-11-24,01:00:00Z,90.629023
2020-11-24,01:00:00Z,90.774195
 (2020-11-2,T01:00:00,90.995253
